
start_station_name,end_station_name,subscriber_count,customer_count,total_count
San Jose Civic Center,Paseo de San Antonio,30,49,79
Commercial at Montgomery,Embarcadero at Vallejo,47,32,79
Post at Kearney,Steuart at Market,43,36,79
Golden Gate at Polk,Commercial at Montgomery,71,7,78
Castro Street and El Camino Real,San Antonio Shopping Center,49,29,78
Yerba Buena Center of the Arts (3rd @ Howard),Broadway St at Battery St,58,20,78
Adobe on Almaden,San Jose Civic Center,49,29,78
San Francisco City Hall,Washington at Kearny,61,17,78
Japantown,Santa Clara at Almaden,63,14,77
Post at Kearny,Market at Sansome,51,26,77
San Antonio Shopping Center,Mountain View City Hall,39,38,77
University and Emerson,San Antonio Shopping Center,67,9,76
Paseo de San Antonio,Adobe on Almaden,63,13,76
Washington at Kearney,Market at 10th,68,8,76
San Francisco City Hall,Howard at 2nd,65,11,76
Embarcadero at Bryant,Market at 10th,47,29,76
Market at 10th,Broadway St at Battery St,60,15,75
Arena Green / SAP Center,San Jose Civic Center,13,62,75
San Antonio Shopping Center,Rengstorff Avenue / California Street,64,11,75
SJSU 4th at San Carlos,San Jose Civic Center,35,39,74
San Francisco City Hall,Post at Kearney,55,19,74
2nd at South Park,Washington at Kearney,67,7,74
Santa Clara County Civic Center,Arena Green / SAP Center,65,9,74
Cowper at University,Park at Olive,35,38,73
Golden Gate at Polk,Post at Kearney,65,8,73
2nd at Folsom,San Francisco City Hall,69,4,73
San Antonio Caltrain Station,Mountain View City Hall,51,21,72
Adobe on Almaden,SJSU 4th at San Carlos,62,10,72
Beale at Market,San Francisco City Hall,54,18,72
Park at Olive,Cowper at University,27,45,72
Washington at Kearney,Powell Street BART,49,22,71
Broadway St at Battery St,Golden Gate at Polk,59,12,71
Adobe on Almaden,MLK Library,53,18,71
San Pedro Square,Adobe on Almaden,48,23,71
Post at Kearney,Powell Street BART,61,10,71
Mechanics Plaza (Market at Battery),Washington at Kearney,59,12,71
Adobe on Almaden,San Jose City Hall,51,19,70
Temporary Transbay Terminal (Howard at Beale),Post at Kearney,66,4,70
San Antonio Caltrain Station,California Ave Caltrain Station,29,41,70
San Jose Civic Center,SJSU 4th at San Carlos,25,44,69
San Jose Civic Center,Arena Green / SAP Center,24,45,69
Mountain View City Hall,San Antonio Caltrain Station,52,17,69
San Pedro Square,Santa Clara at Almaden,42,27,69
Adobe on Almaden,Ryland Park,61,8,69
Spear at Folsom,Post at Kearney,50,18,68
Post at Kearney,Temporary Transbay Terminal (Howard at Beale),64,4,68
Arena Green / SAP Center,Ryland Park,54,14,68
San Salvador at 1st,San Jose Civic Center,35,33,68
Rengstorff Avenue / California Street,San Antonio Shopping Center,58,9,67
Golden Gate at Polk,Washington at Kearny,54,13,67
Washington at Kearney,Market at Sansome,54,13,67
Redwood City Public Library,Redwood City Public Library,20,47,67
Post at Kearney,Howard at 2nd,61,5,66
Mountain View City Hall,Evelyn Park and Ride,47,19,66
Mountain View Caltrain Station,Middlefield Light Rail Station,62,4,66
Palo Alto Caltrain Station,Stanford in Redwood City,64,1,65
San Pedro Square,SJSU 4th at San Carlos,44,21,65
Broadway St at Battery St,2nd at Folsom,60,4,64
San Jose City Hall,St James Park,62,2,64
Broadway St at Battery St,Washington at Kearny,41,23,64
Paseo de San Antonio,SJSU 4th at San Carlos,45,18,63
South Van Ness at Market,Embarcadero at Bryant,53,10,63
Santa Clara at Almaden,San Pedro Square,46,17,63
San Jose Civic Center,SJSU - San Salvador at 9th,28,35,63
Stanford in Redwood City,Stanford in Redwood City,36,27,63
Davis at Jackson,Golden Gate at Polk,59,3,62
Steuart at Market,Beale at Market,43,19,62
Santa Clara at Almaden,San Salvador at 1st,47,15,62
Post at Kearney,Commercial at Montgomery,57,5,62
San Francisco Caltrain 2 (330 Townsend),Post at Kearney,56,5,61
Embarcadero at Vallejo,2nd at Folsom,29,32,61
San Jose Diridon Caltrain Station,Arena Green / SAP Center,44,17,61
Paseo de San Antonio,Arena Green / SAP Center,38,23,61
Santa Clara County Civic Center,Japantown,36,25,61
Washington at Kearny,San Francisco City Hall,32,28,60
Howard at 2nd,Post at Kearney,56,4,60
San Jose Civic Center,Ryland Park,36,24,60
San Mateo County Center,Redwood City Public Library,57,3,60
SJSU - San Salvador at 9th,St James Park,46,13,59
St James Park,Adobe on Almaden,46,13,59
Post at Kearney,Post at Kearney,24,35,59
Arena Green / SAP Center,Japantown,37,22,59
Post at Kearney,5th at Howard,53,5,58
Post at Kearney,Golden Gate at Polk,50,8,58
Washington at Kearney,Beale at Market,53,5,58
SJSU - San Salvador at 9th,San Jose Civic Center,27,31,58
Commercial at Montgomery,Golden Gate at Polk,49,8,57
Powell Street BART,Post at Kearney,46,10,56
Embarcadero at Vallejo,Golden Gate at Polk,29,27,56
San Antonio Shopping Center,Castro Street and El Camino Real,35,21,56
MLK Library,Santa Clara at Almaden,37,19,56
Powell at Post (Union Square),Post at Kearney,40,15,55
Arena Green / SAP Center,San Salvador at 1st,32,23,55
Santa Clara at Almaden,MLK Library,34,21,55
Powell at Post (Union Square),Washington at Kearney,29,26,55
Washington at Kearny,2nd at Folsom,48,7,55
Park at Olive,San Antonio Caltrain Station,26,29,55
2nd at Folsom,Golden Gate at Polk,44,11,55
Post at Kearney,Townsend at 7th,46,9,55
Clay at Battery,San Francisco City Hall,42,12,54
Golden Gate at Polk,Grant Avenue at Columbus Avenue,27,27,54
Post at Kearney,San Francisco City Hall,40,14,54
San Jose City Hall,Arena Green / SAP Center,40,13,53
SJSU 4th at San Carlos,San Jose City Hall,32,20,52
SJSU 4th at San Carlos,Japantown,34,18,52
San Jose Civic Center,Japantown,14,38,52
San Antonio Caltrain Station,Park at Olive,15,36,51
Post at Kearney,Powell at Post (Union Square),26,25,51
Market at Sansome,Washington at Kearney,41,10,51
Washington at Kearney,San Francisco Caltrain 2 (330 Townsend),48,3,51
San Salvador at 1st,Adobe on Almaden,41,10,51
Post at Kearney,Civic Center BART (7th at Market),38,12,50
5th at Howard,Post at Kearney,44,6,50
Spear at Folsom,Washington at Kearney,48,2,50
Steuart at Market,Post at Kearney,38,12,50
Japantown,SJSU - San Salvador at 9th,23,27,50
Powell Street BART,Washington at Kearney,37,13,50
Japantown,SJSU 4th at San Carlos,36,13,49
Redwood City Public Library,San Mateo County Center,46,3,49
San Jose Civic Center,San Salvador at 1st,17,32,49
Market at Sansome,Post at Kearny,22,27,49
Ryland Park,SJSU 4th at San Carlos,38,11,49
Civic Center BART (7th at Market),Post at Kearney,42,6,48
Redwood City Medical Center,San Mateo County Center,46,2,48
Arena Green / SAP Center,San Jose Diridon Caltrain Station,33,15,48
Washington at Kearney,Steuart at Market,33,15,48
Embarcadero at Bryant,South Van Ness at Market,20,28,48
SJSU - San Salvador at 9th,Adobe on Almaden,41,6,47
Davis at Jackson,Yerba Buena Center of the Arts (3rd @ Howard),40,7,47
Ryland Park,Arena Green / SAP Center,29,18,47
Ryland Park,MLK Library,28,19,47
San Francisco City Hall,Davis at Jackson,44,3,47
San Salvador at 1st,Arena Green / SAP Center,37,10,47
San Salvador at 1st,Santa Clara at Almaden,31,15,46
Golden Gate at Polk,Embarcadero at Bryant,38,8,46
Santa Clara at Almaden,Adobe on Almaden,36,10,46
San Francisco Caltrain 2 (330 Townsend),Washington at Kearney,43,3,46
Adobe on Almaden,Arena Green / SAP Center,21,25,46
Washington at Kearney,Market at 4th,23,23,46
Adobe on Almaden,Santa Clara at Almaden,32,14,46
Yerba Buena Center of the Arts (3rd @ Howard),Davis at Jackson,39,7,46
Japantown,Arena Green / SAP Center,24,21,45
Post at Kearney,Market at 4th,35,10,45
Washington at Kearny,Commercial at Montgomery,28,17,45
Washington at Kearney,Grant Avenue at Columbus Avenue,13,32,45
St James Park,SJSU - San Salvador at 9th,33,12,45
St James Park,Ryland Park,35,9,44
MLK Library,Adobe on Almaden,30,14,44
Washington at Kearney,Embarcadero at Bryant,28,16,44
MLK Library,Ryland Park,33,11,44
San Jose City Hall,Santa Clara at Almaden,31,13,44
Golden Gate at Polk,Embarcadero at Folsom,39,5,44
Grant Avenue at Columbus Avenue,Washington at Kearney,28,15,43
Davis at Jackson,Post at Kearney,37,6,43
Santa Clara at Almaden,San Jose City Hall,24,19,43
SJSU 4th at San Carlos,Adobe on Almaden,38,4,42
Washington at Kearney,Powell at Post (Union Square),22,20,42
Clay at Battery,Post at Kearney,28,14,42
San Jose Diridon Caltrain Station,Santa Clara County Civic Center,23,19,42
San Francisco City Hall,Clay at Battery,25,17,42
Japantown,Adobe on Almaden,30,12,42
Washington at Kearney,San Francisco Caltrain (Townsend at 4th),32,9,41
Santa Clara at Almaden,SJSU - San Salvador at 9th,31,10,41
Spear at Folsom,San Francisco City Hall,32,9,41
San Antonio Caltrain Station,Charleston Park/ North Bayshore Area,15,26,41
Post at Kearney,Davis at Jackson,32,9,41
Japantown,Santa Clara County Civic Center,24,17,41
Embarcadero at Bryant,Golden Gate at Polk,28,12,40
Beale at Market,Post at Kearney,27,13,40
Washington at Kearney,Mechanics Plaza (Market at Battery),27,13,40
Mechanics Plaza (Market at Battery),Post at Kearney,34,6,40
Post at Kearney,Clay at Battery,28,12,40
Arena Green / SAP Center,Adobe on Almaden,24,16,40
Franklin at Maple,Franklin at Maple,12,27,39
Redwood City Caltrain Station,Palo Alto Caltrain Station,17,22,39
Ryland Park,St James Park,30,8,38
Arena Green / SAP Center,San Jose City Hall,30,8,38
Adobe on Almaden,St James Park,20,18,38
San Mateo County Center,Redwood City Medical Center,34,4,38
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearney,32,5,37
Adobe on Almaden,SJSU - San Salvador at 9th,28,9,37
2nd at Folsom,Washington at Kearney,35,2,37
Market at 4th,Post at Kearney,32,5,37
South Van Ness at Market,Washington at Kearney,27,10,37
Embarcadero at Folsom,Golden Gate at Polk,31,6,37
Stanford in Redwood City,San Mateo County Center,35,2,37
Washington at Kearney,Post at Kearney,28,9,37
St James Park,San Jose Civic Center,11,26,37
Santa Clara at Almaden,Japantown,23,13,36
Embarcadero at Bryant,Washington at Kearney,30,6,36
Palo Alto Caltrain Station,San Antonio Caltrain Station,30,6,36
Embarcadero at Vallejo,San Francisco City Hall,23,13,36
Mezes Park,Mezes Park,8,28,36
San Antonio Shopping Center,California Ave Caltrain Station,31,5,36
Golden Gate at Polk,2nd at Folsom,26,10,36
Arena Green / SAP Center,SJSU 4th at San Carlos,17,19,36
Post at Kearney,Beale at Market,27,8,35
Beale at Market,Washington at Kearney,26,9,35
SJSU - San Salvador at 9th,Japantown,17,17,34
Golden Gate at Polk,Davis at Jackson,29,5,34
San Antonio Caltrain Station,Palo Alto Caltrain Station,6,28,34
Washington at Kearney,Howard at 2nd,21,12,33
Post at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),28,5,33
Steuart at Market,Washington at Kearney,15,18,33
St James Park,Santa Clara County Civic Center,25,8,33
Adobe on Almaden,Japantown,23,9,32
Broadway St at Battery St,San Francisco City Hall,30,2,32
Middlefield Light Rail Station,Mountain View Caltrain Station,19,13,32
Davis at Jackson,San Francisco City Hall,24,8,32
Post at Kearney,Embarcadero at Folsom,23,9,32
Commercial at Montgomery,Washington at Kearney,29,2,31
Arena Green / SAP Center,MLK Library,15,16,31
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearney,19,11,30
Santa Clara County Civic Center,San Jose Diridon Caltrain Station,22,8,30
5th at Howard,Washington at Kearney,25,5,30
Ryland Park,San Jose City Hall,23,7,30
San Jose Civic Center,St James Park,12,18,30
Post at Kearney,Embarcadero at Vallejo,12,18,30
Evelyn Park and Ride,Castro Street and El Camino Real,21,9,30
Commercial at Montgomery,Washington at Kearny,14,15,29
Washington at Kearney,Embarcadero at Vallejo,10,19,29
Embarcadero at Bryant,Post at Kearney,26,3,29
SJSU - San Salvador at 9th,Santa Clara at Almaden,19,10,29
San Francisco Caltrain (Townsend at 4th),Washington at Kearney,24,5,29
San Francisco City Hall,Embarcadero at Vallejo,11,18,29
San Francisco City Hall,Broadway St at Battery St,20,8,28
Park at Olive,San Antonio Shopping Center,12,16,28
Washington at Kearney,Yerba Buena Center of the Arts (3rd @ Howard),16,12,28
SJSU 4th at San Carlos,Arena Green / SAP Center,16,12,28
Santa Clara at Almaden,Ryland Park,20,7,27
Post at Kearney,Mechanics Plaza (Market at Battery),16,11,27
Ryland Park,Santa Clara at Almaden,17,10,27
2nd at Townsend,Washington at Kearney,10,17,27
MLK Library,Arena Green / SAP Center,12,15,27
Post at Kearney,Embarcadero at Bryant,23,4,27
Civic Center BART (7th at Market),Washington at Kearney,17,10,27
St James Park,Santa Clara at Almaden,15,11,26
Embarcadero at Folsom,Post at Kearney,20,6,26
Post at Kearney,Market at Sansome,16,9,25
Howard at 2nd,Washington at Kearney,16,9,25
Clay at Battery,Washington at Kearney,16,9,25
Embarcadero at Bryant,San Francisco City Hall,16,9,25
Ryland Park,San Salvador at 1st,22,2,24
Washington at Kearney,Davis at Jackson,17,7,24
Park at Olive,Rengstorff Avenue / California Street,9,15,24
Castro Street and El Camino Real,Evelyn Park and Ride,21,3,24
Mountain View City Hall,Charleston Park/ North Bayshore Area,7,17,24
SJSU 4th at San Carlos,Ryland Park,11,13,24
Santa Clara at Almaden,St James Park,12,12,24
Washington at Kearney,2nd at South Park,19,5,24
San Mateo County Center,Broadway at Main,21,2,23
San Jose City Hall,Ryland Park,14,9,23
Mountain View Caltrain Station,Park at Olive,6,17,23
Franklin at Maple,Redwood City Public Library,17,6,23
Washington at Kearney,Spear at Folsom,20,3,23
Park at Olive,Mountain View Caltrain Station,15,8,23
Santa Clara County Civic Center,San Jose Civic Center,4,18,22
Palo Alto Caltrain Station,Mountain View Caltrain Station,5,17,22
San Francisco City Hall,Embarcadero at Bryant,19,3,22
Stanford in Redwood City,Redwood City Public Library,8,14,22
Embarcadero at Folsom,San Francisco City Hall,17,5,22
Redwood City Public Library,Franklin at Maple,18,4,22
San Jose Civic Center,Santa Clara County Civic Center,1,20,21
Charleston Park/ North Bayshore Area,San Antonio Caltrain Station,12,9,21
University and Emerson,San Antonio Caltrain Station,10,11,21
Powell Street BART,5th St at Folsom St,19,2,21
Redwood City Medical Center,Redwood City Medical Center,14,7,21
San Mateo County Center,Stanford in Redwood City,16,4,20
San Francisco City Hall,Embarcadero at Folsom,11,9,20
California Ave Caltrain Station,San Antonio Shopping Center,11,9,20
Rengstorff Avenue / California Street,California Ave Caltrain Station,9,11,20
Davis at Jackson,Washington at Kearney,15,5,20
San Antonio Caltrain Station,University and Emerson,6,14,20
Broadway at Main,San Mateo County Center,18,1,19
Washington at Kearney,5th at Howard,10,9,19
Santa Clara County Civic Center,St James Park,17,2,19
Arena Green / SAP Center,SJSU - San Salvador at 9th,11,8,19
Castro Street and El Camino Real,Charleston Park/ North Bayshore Area,3,16,19
San Antonio Shopping Center,Park at Olive,9,10,19
San Antonio Caltrain Station,Castro Street and El Camino Real,5,13,18
San Jose City Hall,Santa Clara County Civic Center,12,6,18
S. Market St at Park Ave,San Pedro Square,11,7,18
Washington at Kearney,Civic Center BART (7th at Market),7,11,18
S. Market St at Park Ave,San Jose Diridon Caltrain Station,10,8,18
Washington at Kearney,Townsend at 7th,7,11,18
Santa Clara County Civic Center,MLK Library,13,4,17
Rengstorff Avenue / California Street,Castro Street and El Camino Real,7,10,17
San Pedro Square,S. Market St at Park Ave,10,7,17
Washington at Kearney,Clay at Battery,10,7,17
SJSU - San Salvador at 9th,Arena Green / SAP Center,15,2,17
MLK Library,Santa Clara County Civic Center,7,10,17
5th St at Folsom St,Golden Gate at Polk,16,1,17
Middlefield Light Rail Station,Middlefield Light Rail Station,1,16,17
Charleston Park/ North Bayshore Area,Mountain View City Hall,5,12,17
Townsend at 7th,Washington at Kearney,10,7,17
Washington at Kearney,South Van Ness at Market,6,10,16
Castro Street and El Camino Real,San Antonio Caltrain Station,8,8,16
Embarcadero at Vallejo,Washington at Kearney,11,5,16
Santa Clara County Civic Center,San Jose City Hall,11,5,16
San Antonio Shopping Center,Charleston Park/ North Bayshore Area,5,11,16
Mountain View City Hall,Park at Olive,3,13,16
Castro Street and El Camino Real,Rengstorff Avenue / California Street,5,11,16
Redwood City Public Library,Stanford in Redwood City,6,10,16
Broadway at Main,Broadway at Main,3,13,16
Washington at Kearney,2nd at Townsend,8,8,16
Market at Sansome,Post at Kearney,8,7,15
Rengstorff Avenue / California Street,Park at Olive,3,12,15
5th St at Folsom St,2nd at Townsend,11,4,15
Washington at Kearney,San Francisco City Hall,6,9,15
Washington at Kearney,Golden Gate at Polk,2,12,14
S. Market St at Park Ave,S. Market St at Park Ave,2,12,14
Mezes Park,Redwood City Public Library,7,7,14
Palo Alto Caltrain Station,San Antonio Shopping Center,5,8,13
Redwood City Caltrain Station,Broadway at Main,9,4,13
Santa Clara at Almaden,Santa Clara County Civic Center,3,10,13
Golden Gate at Polk,5th St at Folsom St,12,1,13
Charleston Park/ North Bayshore Area,San Antonio Shopping Center,6,7,13
Washington at Kearney,Commercial at Montgomery,6,7,13
Palo Alto Caltrain Station,Redwood City Caltrain Station,8,5,13
Mezes Park,San Mateo County Center,10,2,12
Franklin at Maple,Broadway at Main,9,3,12
Ryland Park,S. Market St at Park Ave,3,9,12
California Ave Caltrain Station,Mountain View Caltrain Station,3,9,12
Adobe on Almaden,Santa Clara County Civic Center,5,7,12
San Jose City Hall,S. Market St at Park Ave,10,2,12
San Salvador at 1st,Santa Clara County Civic Center,2,10,12
Santa Clara County Civic Center,SJSU - San Salvador at 9th,6,6,12
Rengstorff Avenue / California Street,University and Emerson,1,11,12
Kaiser Hospital,San Mateo County Center,10,1,11
Washington at Kearney,2nd at Folsom,9,2,11
Redwood City Medical Center,Redwood City Public Library,8,3,11
Mountain View Caltrain Station,Palo Alto Caltrain Station,1,10,11
Japantown,San Jose Government Center,3,8,11
Broadway at Main,Redwood City Caltrain Station,9,2,11
California Ave Caltrain Station,Rengstorff Avenue / California Street,6,5,11
Santa Clara County Civic Center,Adobe on Almaden,2,8,10
Charleston Park/ North Bayshore Area,Castro Street and El Camino Real,1,9,10
San Mateo County Center,Mezes Park,7,3,10
Cyril Magnin St at Ellis St,San Francisco Caltrain (Townsend at 4th),9,1,10
Santa Clara County Civic Center,Santa Clara at Almaden,7,3,10
Cowper at University,San Antonio Caltrain Station,6,4,10
Mezes,Mezes,3,7,10
Santa Clara County Civic Center,Paseo de San Antonio,5,5,10
5th St at Folsom St,Steuart at Market,6,4,10
Embarcadero at Vallejo,Post at Kearney,6,4,10
Market at 10th,Cyril Magnin St at Ellis St,2,7,9
Sequoia Hospital,Redwood City Caltrain Station,4,5,9
Arena Green / SAP Center,S. Market St at Park Ave,2,7,9
5th St at Folsom St,Post at Kearny,8,1,9
Stanford in Redwood City,Cowper at University,6,3,9
San Francisco City Hall,Washington at Kearney,7,2,9
Redwood City Medical Center,Broadway at Main,5,4,9
Middlefield Light Rail Station,Charleston Park/ North Bayshore Area,1,8,9
Redwood City Caltrain Station,Sequoia Hospital,3,6,9
San Jose Government Center,Japantown,1,8,9
5th St at Folsom St,Mechanics Plaza (Market at Battery),7,1,8
5th St at Folsom St,5th at Howard,2,6,8
California Ave Caltrain Station,Mountain View City Hall,3,5,8
5th St at Folsom St,Spear at Folsom,4,4,8
Mountain View City Hall,California Ave Caltrain Station,2,6,8
Redwood City Public Library,Mezes Park,6,2,8
Golden Gate at Polk,Washington at Kearney,4,4,8
San Jose Diridon Caltrain Station,S. Market St at Park Ave,7,1,8
2nd at Townsend,5th St at Folsom St,7,1,8
Evelyn Park and Ride,Rengstorff Avenue / California Street,3,5,8
San Antonio Caltrain Station,Evelyn Park and Ride,7,1,8
SJSU 4th at San Carlos,Santa Clara County Civic Center,4,4,8
Broadway at Main,Redwood City Medical Center,7,1,8
Mountain View Caltrain Station,California Ave Caltrain Station,2,5,7
Broadway at Main,Franklin at Maple,6,1,7
5th S at E. San Salvador St,5th S at E. San Salvador St,4,3,7
Cyril Magnin St at Ellis St,Townsend at 7th,2,5,7
San Antonio Shopping Center,Palo Alto Caltrain Station,2,4,6
Palo Alto Caltrain Station,Rengstorff Avenue / California Street,2,4,6
Ryland Park,SJSU - San Salvador at 9th,5,1,6
Redwood City Public Library,Cowper at University,5,1,6
Kaiser Hospital,Kaiser Hospital,3,3,6
San Francisco Caltrain (Townsend at 4th),Cyril Magnin St at Ellis St,4,2,6
S. Market St at Park Ave,Arena Green / SAP Center,2,4,6
Redwood City Public Library,Mezes,4,2,6
University and Emerson,Rengstorff Avenue / California Street,2,4,6
Stanford in Redwood City,University and Emerson,2,4,6
Evelyn Park and Ride,San Antonio Caltrain Station,3,3,6
San Mateo County Center,Franklin at Maple,4,2,6
Cyril Magnin St at Ellis St,Market at 10th,3,2,5
Rengstorff Avenue / California Street,Evelyn Park and Ride,2,3,5
Cyril Magnin St at Ellis St,Harry Bridges Plaza (Ferry Building),1,4,5
Park at Olive,Castro Street and El Camino Real,1,4,5
Mountain View City Hall,Middlefield Light Rail Station,2,3,5
Middlefield Light Rail Station,Mountain View City Hall,2,3,5
Redwood City Public Library,Kaiser Hospital,3,1,4
Sequoia Hospital,Sequoia Hospital,2,2,4
Washington at Kearney,Broadway St at Battery St,2,2,4
Evelyn Park and Ride,San Antonio Shopping Center,3,1,4
Arena Green / SAP Center,San Jose Government Center,2,2,4
Cowper at University,Mountain View Caltrain Station,2,2,4
Castro Street and El Camino Real,Park at Olive,1,3,4
Redwood City Medical Center,Franklin at Maple,3,1,4
5th St at Folsom St,Townsend at 7th,1,3,4
S. Market St at Park Ave,SJSU - San Salvador at 9th,1,2,3
Cowper at University,Stanford in Redwood City,1,2,3
5th St at Folsom St,2nd at Folsom,2,1,3
Redwood City Public Library,Broadway at Main,2,1,3
SJSU - San Salvador at 9th,S. Market St at Park Ave,2,1,3
Stanford in Redwood City,Kaiser Hospital,2,1,3
San Jose Government Center,St James Park,2,1,3
Steuart at Market,5th St at Folsom St,1,2,3
Franklin at Maple,Redwood City Medical Center,2,1,3
Cowper at University,Redwood City Public Library,1,2,3
Cyril Magnin St at Ellis St,Embarcadero at Vallejo,1,2,3
Cowper at University,Broadway at Main,2,1,3
University and Emerson,Redwood City Caltrain Station,1,2,3
Beale at Market,5th St at Folsom St,1,2,3
Kaiser Hospital,Redwood City Public Library,2,1,3
MLK Library,S. Market St at Park Ave,1,2,3
Powell at Post (Union Square),5th St at Folsom St,1,2,3
Cyril Magnin St at Ellis St,Market at 4th,1,1,2
South Van Ness at Market,5th St at Folsom St,1,1,2
Harry Bridges Plaza (Ferry Building),Cyril Magnin St at Ellis St,1,1,2
Stanford in Redwood City,Redwood City Medical Center,1,1,2
Cyril Magnin St at Ellis St,South Van Ness at Market,1,1,2
Powell at Post (Union Square),Cyril Magnin St at Ellis St,1,1,2
Cyril Magnin St at Ellis St,Steuart at Market,1,1,2
Commercial at Montgomery,Cyril Magnin St at Ellis St,1,1,2
Mezes Park,Broadway at Main,1,1,2
San Mateo County Center,Mezes,1,1,2
Cyril Magnin St at Ellis St,Powell at Post (Union Square),1,1,2
Redwood City Caltrain Station,Cowper at University,1,1,2
Cowper at University,Mountain View City Hall,1,1,2
5th St at Folsom St,Yerba Buena Center of the Arts (3rd @ Howard),1,1,2
Redwood City Medical Center,Stanford in Redwood City,1,1,2
San Antonio Shopping Center,Cowper at University,1,1,2
Yerba Buena Center of the Arts (3rd @ Howard),5th St at Folsom St,1,1,2
Stanford in Redwood City,Franklin at Maple,1,1,2
