
start_station_name,end_station_name,latitude,longitude,total_trips
Golden Gate at Polk,Cyril Magnin St at Ellis St,37.781332,-122.418603,2
Mountain View City Hall,University and Emerson,37.389218,-122.081896,2
Townsend at 7th,Cyril Magnin St at Ellis St,37.771058,-122.402717,2
Stanford in Redwood City,Franklin at Maple,37.48537,-122.203288,2
Mezes Park,Palo Alto Caltrain Station,37.491269,-122.236234,2
Palo Alto Caltrain Station,Castro Street and El Camino Real,37.443988,-122.164759,2
Cowper at University,Franklin at Maple,37.448598,-122.159504,2
5th S at E. San Salvador St,San Jose Diridon Caltrain Station,37.331957,-121.88163,2
Palo Alto Caltrain Station,San Francisco Caltrain (Townsend at 4th),37.443988,-122.164759,2
St James Park,S. Market St at Park Ave,37.339301,-121.889937,2
Palo Alto Caltrain Station,Franklin at Maple,37.443988,-122.164759,2
Market at Sansome,5th St at Folsom St,37.789625,-122.400811,2
Redwood City Public Library,Palo Alto Caltrain Station,37.484219,-122.227424,2
Franklin at Maple,Cowper at University,37.481758,-122.226904,2
Embarcadero at Bryant,5th St at Folsom St,37.787152,-122.388013,2
S. Market St at Park Ave,SJSU 4th at San Carlos,37.332398,-121.890429,2
Cowper at University,Mountain View City Hall,37.448598,-122.159504,2
Paseo de San Antonio,San Jose Government Center,37.333798,-121.886943,2
Cyril Magnin St at Ellis St,Temporary Transbay Terminal (Howard at Beale),37.785908,-122.408891,2
Redwood City Medical Center,Cowper at University,37.487682,-122.223492,2
Broadway at Main,Mezes Park,37.48537,-122.203288,2
Cyril Magnin St at Ellis St,Yerba Buena Center of the Arts (3rd @ Howard),37.785908,-122.408891,2
MLK Library,5th S at E. San Salvador St,37.335885,-121.88566,2
Castro Street and El Camino Real,San Jose Diridon Caltrain Station,37.385956,-122.083678,2
5th St at Folsom St,Grant Avenue at Columbus Avenue,37.780148,-122.403158,2
5th St at Folsom St,Yerba Buena Center of the Arts (3rd @ Howard),37.780148,-122.403158,2
MLK Library,Mountain View Caltrain Station,37.335885,-121.88566,2
Redwood City Caltrain Station,Cowper at University,37.486078,-122.232089,2
5th St at Folsom St,San Francisco City Hall,37.780148,-122.403158,2
S. Market St at Park Ave,Adobe on Almaden,37.332398,-121.890429,2
Cyril Magnin St at Ellis St,Post at Kearny,37.785908,-122.408891,2
Palo Alto Caltrain Station,Mountain View City Hall,37.443988,-122.164759,2
Mezes,San Mateo County Center,37.491269,-122.236234,2
Japantown,Cowper at University,37.348742,-121.894715,2
Mezes Park,Broadway at Main,37.491269,-122.236234,2
San Antonio Shopping Center,Cowper at University,37.400443,-122.108338,2
San Antonio Caltrain Station,Market at 4th,37.40694,-122.106758,2
Redwood City Public Library,University and Emerson,37.484219,-122.227424,2
Mountain View Caltrain Station,San Jose Diridon Caltrain Station,37.394358,-122.076713,2
Mezes,Stanford in Redwood City,37.491269,-122.236234,2
Cyril Magnin St at Ellis St,Powell at Post (Union Square),37.785908,-122.408891,2
Kaiser Hospital,5th S at E. San Salvador St,37.487682,-122.223492,2
Cyril Magnin St at Ellis St,South Van Ness at Market,37.785908,-122.408891,2
Harry Bridges Plaza (Ferry Building),5th St at Folsom St,37.795392,-122.394203,2
Rengstorff Avenue / California Street,Japantown,37.420909,-122.080623,2
5th St at Folsom St,Embarcadero at Vallejo,37.780148,-122.403158,2
Market at 10th,5th St at Folsom St,37.776619,-122.417385,2
San Antonio Shopping Center,Evelyn Park and Ride,37.400443,-122.108338,2
San Francisco Caltrain 2 (330 Townsend),University and Emerson,37.7766,-122.39547,2
Civic Center BART (7th at Market),Cyril Magnin St at Ellis St,37.781039,-122.411748,1
Paseo de San Antonio,San Francisco Caltrain (Townsend at 4th),37.333798,-121.886943,1
California Ave Caltrain Station,Beale at Market,37.429082,-122.142805,1
5th S at E. San Salvador St,San Jose City Hall,37.331957,-121.88163,1
San Antonio Caltrain Station,Middlefield Light Rail Station,37.40694,-122.106758,1
5th St at Folsom St,2nd at South Park,37.780148,-122.403158,1
5th S at E. San Salvador St,Paseo de San Antonio,37.331957,-121.88163,1
Embarcadero at Bryant,San Mateo County Center,37.787152,-122.388013,1
San Jose Government Center,Arena Green / SAP Center,37.352601,-121.905733,1
Howard at 2nd,5th St at Folsom St,37.786978,-122.398108,1
S. Market St at Park Ave,Ryland Park,37.332398,-121.890429,1
Mountain View City Hall,5th at Howard,37.389218,-122.081896,1
Cyril Magnin St at Ellis St,Commercial at Montgomery,37.785908,-122.408891,1
Beale at Market,Mezes Park,37.792251,-122.397086,1
Middlefield Light Rail Station,Park at Olive,37.395337,-122.052476,1
2nd at Townsend,Cyril Magnin St at Ellis St,37.780526,-122.390288,1
Castro Street and El Camino Real,Cowper at University,37.385956,-122.083678,1
5th St at Folsom St,Davis at Jackson,37.780148,-122.403158,1
Redwood City Medical Center,SJSU - San Salvador at 9th,37.487682,-122.223492,1
5th St at Folsom St,Commercial at Montgomery,37.780148,-122.403158,1
5th St at Folsom St,Washington at Kearny,37.780148,-122.403158,1
Redwood City Caltrain Station,Civic Center BART (7th at Market),37.486078,-122.232089,1
Paseo de San Antonio,S. Market St at Park Ave,37.333798,-121.886943,1
Yerba Buena Center of the Arts (3rd @ Howard),Cyril Magnin St at Ellis St,37.784878,-122.401014,1
Redwood City Caltrain Station,California Ave Caltrain Station,37.486078,-122.232089,1
Paseo de San Antonio,Market at 4th,37.333798,-121.886943,1
Townsend at 7th,San Jose Diridon Caltrain Station,37.771058,-122.402717,1
San Jose City Hall,San Jose Government Center,37.337391,-121.886995,1
5th St at Folsom St,Market at Sansome,37.780148,-122.403158,1
Evelyn Park and Ride,Arena Green / SAP Center,37.395337,-122.052476,1
San Salvador at 1st,S. Market St at Park Ave,37.330165,-121.885831,1
San Antonio Shopping Center,Civic Center BART (7th at Market),37.400443,-122.108338,1
Kaiser Hospital,Mezes,37.487682,-122.223492,1
S. Market St at Park Ave,5th S at E. San Salvador St,37.332398,-121.890429,1
Steuart at Market,Cyril Magnin St at Ellis St,37.794139,-122.394434,1
Japantown,5th St at E. San Salvador St,37.348742,-121.894715,1
2nd at Townsend,Redwood City Caltrain Station,37.780526,-122.390288,1
Commercial at Montgomery,Redwood City Caltrain Station,37.794231,-122.402923,1
San Francisco City Hall,San Jose City Hall,37.77865,-122.418235,1
South Van Ness at Market,Cyril Magnin St at Ellis St,37.774814,-122.418954,1
Market at 4th,Stanford in Redwood City,37.786305,-122.404966,1
Mezes,Charleston Park/ North Bayshore Area,37.491269,-122.236234,1
San Jose Civic Center,Civic Center BART (7th at Market),37.330698,-121.888979,1
Mezes,Sequoia Hospital,37.491269,-122.236234,1
S. Market St at Park Ave,San Salvador at 1st,37.332398,-121.890429,1
San Jose Government Center,Adobe on Almaden,37.352601,-121.905733,1
MLK Library,San Francisco Caltrain (Townsend at 4th),37.335885,-121.88566,1
Park at Olive,Evelyn Park and Ride,37.4256839,-122.1377775,1
Middlefield Light Rail Station,San Antonio Caltrain Station,37.395337,-122.052476,1
MLK Library,Market at 4th,37.335885,-121.88566,1
Broadway St at Battery St,Post at Kearney,37.798541,-122.400862,1
Sequoia Hospital,Redwood City Public Library,37.481758,-122.226904,1
S. Market St at Park Ave,Palo Alto Caltrain Station,37.332398,-121.890429,1
Mountain View City Hall,St James Park,37.389218,-122.081896,1
Redwood City Medical Center,Mezes Park,37.487682,-122.223492,1
5th S at E. San Salvador St,SJSU - San Salvador at 9th,37.331957,-121.88163,1
5th St at Folsom St,Embarcadero at Sansome,37.780148,-122.403158,1
MLK Library,San Jose Government Center,37.335885,-121.88566,1
2nd at Folsom,Cyril Magnin St at Ellis St,37.785299,-122.396236,1
5th St at Folsom St,Howard at 2nd,37.780148,-122.403158,1
Santa Clara at Almaden,San Francisco Caltrain (Townsend at 4th),37.333988,-121.894902,1
San Antonio Caltrain Station,Franklin at Maple,37.40694,-122.106758,1
San Salvador at 1st,5th S at E. San Salvador St,37.330165,-121.885831,1
California Ave Caltrain Station,San Francisco Caltrain (Townsend at 4th),37.429082,-122.142805,1
Beale at Market,San Jose Civic Center,37.792251,-122.397086,1
San Antonio Shopping Center,Embarcadero at Sansome,37.400443,-122.108338,1
Redwood City Caltrain Station,Broadway St at Battery St,37.486078,-122.232089,1
Temporary Transbay Terminal (Howard at Beale),5th St at Folsom St,37.789756,-122.394643,1
Redwood City Caltrain Station,Mountain View Caltrain Station,37.486078,-122.232089,1
California Ave Caltrain Station,Castro Street and El Camino Real,37.429082,-122.142805,1
Harry Bridges Plaza (Ferry Building),Redwood City Caltrain Station,37.795392,-122.394203,1
S. Market St at Park Ave,Stanford in Redwood City,37.332398,-121.890429,1
San Jose Civic Center,5th S at E. San Salvador St,37.330698,-121.888979,1
Stanford in Redwood City,California Ave Caltrain Station,37.48537,-122.203288,1
San Antonio Shopping Center,San Francisco Caltrain (Townsend at 4th),37.400443,-122.108338,1
Sequoia Hospital,Mezes,37.481758,-122.226904,1
Middlefield Light Rail Station,Castro Street and El Camino Real,37.395337,-122.052476,1
San Mateo County Center,Park at Olive,37.487616,-122.229951,1
Temporary Transbay Terminal (Howard at Beale),Cyril Magnin St at Ellis St,37.789756,-122.394643,1
Japantown,Middlefield Light Rail Station,37.348742,-121.894715,1
San Antonio Caltrain Station,San Jose Civic Center,37.40694,-122.106758,1
Mountain View Caltrain Station,St James Park,37.394358,-122.076713,1
5th at Howard,Redwood City Caltrain Station,37.781752,-122.405127,1
San Antonio Caltrain Station,Redwood City Caltrain Station,37.40694,-122.106758,1
Spear at Folsom,Cyril Magnin St at Ellis St,37.790302,-122.390637,1
San Antonio Caltrain Station,San Salvador at 1st,37.40694,-122.106758,1
Redwood City Public Library,Castro Street and El Camino Real,37.484219,-122.227424,1
Embarcadero at Folsom,Cyril Magnin St at Ellis St,37.791464,-122.391034,1
San Mateo County Center,University and Emerson,37.487616,-122.229951,1
Cyril Magnin St at Ellis St,Clay at Battery,37.785908,-122.408891,1
Mountain View Caltrain Station,San Francisco Caltrain (Townsend at 4th),37.394358,-122.076713,1
Santa Clara County Civic Center,California Ave Caltrain Station,37.352601,-121.905733,1
Palo Alto Caltrain Station,San Mateo County Center,37.443988,-122.164759,1
Post at Kearny,Cyril Magnin St at Ellis St,37.788975,-122.403452,1
Park at Olive,San Francisco Caltrain (Townsend at 4th),37.4256839,-122.1377775,1
5th S at E. San Salvador St,Japantown,37.331957,-121.88163,1
5th St at Folsom St,Broadway St at Battery St,37.780148,-122.403158,1
San Francisco Caltrain (Townsend at 4th),San Antonio Caltrain Station,37.776617,-122.39526,1
San Jose Diridon Caltrain Station,5th S at E. San Salvador St,37.329732,-121.901782,1
Powell Street BART,San Antonio Shopping Center,37.783871,-122.408433,1
Broadway St at Battery St,Washington at Kearney,37.798541,-122.400862,1
Santa Clara at Almaden,S. Market St at Park Ave,37.333988,-121.894902,1
Mezes Park,California Ave Caltrain Station,37.491269,-122.236234,1
Redwood City Caltrain Station,San Antonio Caltrain Station,37.486078,-122.232089,1
Cyril Magnin St at Ellis St,Powell Street BART,37.785908,-122.408891,1
San Jose Diridon Caltrain Station,Rengstorff Avenue / California Street,37.329732,-121.901782,1
Castro Street and El Camino Real,California Ave Caltrain Station,37.385956,-122.083678,1
5th St at E. San Salvador St,San Jose Diridon Caltrain Station,37.331957,-121.88163,1
South Van Ness at Market,Palo Alto Caltrain Station,37.774814,-122.418954,1
Adobe on Almaden,Rengstorff Avenue / California Street,37.331415,-121.8932,1
Market at 10th,San Salvador at 1st,37.776619,-122.417385,1
Palo Alto Caltrain Station,Evelyn Park and Ride,37.443988,-122.164759,1
Market at 4th,Paseo de San Antonio,37.786305,-122.404966,1
San Antonio Shopping Center,San Jose Diridon Caltrain Station,37.400443,-122.108338,1
SJSU - San Salvador at 9th,San Jose Government Center,37.333955,-121.877349,1
SJSU 4th at San Carlos,S. Market St at Park Ave,37.332808,-121.883891,1
Cyril Magnin St at Ellis St,2nd at South Park,37.785908,-122.408891,1
Kaiser Hospital,Stanford in Redwood City,37.487682,-122.223492,1
Mezes,Kaiser Hospital,37.491269,-122.236234,1
Mountain View Caltrain Station,Santa Clara County Civic Center,37.394358,-122.076713,1
Broadway at Main,California Ave Caltrain Station,37.48537,-122.203288,1
San Jose Government Center,Paseo de San Antonio,37.352601,-121.905733,1
2nd at Folsom,San Jose City Hall,37.785299,-122.396236,1
San Francisco Caltrain (Townsend at 4th),San Jose Diridon Caltrain Station,37.776617,-122.39526,1
Cowper at University,San Antonio Shopping Center,37.448598,-122.159504,1
University and Emerson,Evelyn Park and Ride,37.444521,-122.163093,1
Charleston Park/ North Bayshore Area,Cowper at University,37.420909,-122.080623,1
San Jose City Hall,5th S at E. San Salvador St,37.337391,-121.886995,1
Charleston Park/ North Bayshore Area,San Jose Diridon Caltrain Station,37.420909,-122.080623,1
Market at 4th,Cyril Magnin St at Ellis St,37.786305,-122.404966,1
California Ave Caltrain Station,Evelyn Park and Ride,37.429082,-122.142805,1
Powell Street BART,University and Emerson,37.783871,-122.408433,1
Mountain View Caltrain Station,Japantown,37.394358,-122.076713,1
SJSU 4th at San Carlos,San Jose Government Center,37.332808,-121.883891,1
Park at Olive,Charleston Park/ North Bayshore Area,37.4256839,-122.1377775,1
San Jose Diridon Caltrain Station,Cowper at University,37.329732,-121.901782,1
California Ave Caltrain Station,Market at Sansome,37.429082,-122.142805,1
